DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,RAMA4D_D_R4,RAMA2D_D_R4,DSI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,DSCY
5117449,1,3,1,88,1,4719,47,1,103.85994013,88,2020,01,202001,70,,,,,,,,,,,,,,,,,,,,,,,,,
5117450,1,2,1,88,1,7911,79,1,38.465789533,88,2020,01,202001,70,,,,,,,,,,,,,,,,,,,,,,,,,
5117452,1,1,1,88,1,4771,47,1,47.067627143,88,2020,01,202001,70,,,,,,,,,,,,,,,,,,,,,,,,,
5117457,1,1,1,88,1,8551,85,1,47.067627143,88,2020,01,202001,70,,,,,,,,,,,,,,,,,,,,,,,,,
5117460,1,3,1,88,1,5511,55,1,64.206624761,88,2020,01,202001,70,,,,,,,,,,,,,,,,,,,,,,,,,
5117466,1,4,1,88,1,7020,70,1,67.132236731,88,2020,01,202001,70,,,,,,,,,,,,,,,,,,,,,,,,,
5117469,1,1,1,88,1,8412,84,1,83.843166515,88,2020,01,202001,70,,,,,,,,,,,,,,,,,,,,,,,,,
5117494,1,1,1,85,1,,,1,274.35894659,85,2020,01,202001,70,3,48,1,2,3,4,5,2,1,,,,,,,,1,1,1300000,1200000,1,1,,,
5117519,1,2,1,86,1,,,1,77.389250261,86,2020,01,202001,70,2,40,1,2,6,1,1,2,1,,,,,,,,1,2,,800000,2,,,,
5117519,1,3,1,86,1,,,1,77.389250261,86,2020,01,202001,70,8,40,1,2,2,1,3,2,1,,,,,,,,1,2,,1200000,2,,,,
5117527,1,1,1,86,1,,,1,104.0959394,86,2020,01,202001,70,60,40,1,2,60,1,9,2,3,,,,,,,,1,2,,1500000,2,,,,
5117531,1,2,1,86,1,,,1,117.06092937,86,2020,01,202001,70,8,48,1,2,2,1,5,2,1,,,,,,,,1,2,,1200000,2,,,,
5117543,1,3,1,91,1,,,1,61.342503032,91,2020,01,202001,70,2,40,2,2,2,4,9,2,7,,,,,,,,1,2,,98,2,,,,
5117548,1,3,1,91,1,,,1,111.90701999,91,2020,01,202001,70,4,48,1,2,12,1,6,2,8,,,,,,,,1,2,,99,2,,,,
5117548,1,4,1,91,1,,,1,111.90701999,91,2020,01,202001,70,6,50,1,2,12,1,7,2,7,,,,,,,,1,2,,99,2,,,,
5117551,1,3,1,91,1,,,1,137.68869422,91,2020,01,202001,70,8,48,1,1,,,,,,,,,,,,,,,,98,,,,,
5117557,1,1,1,91,1,,,1,61.591633101,91,2020,01,202001,70,20,40,4,2,48,4,1,2,1,,,,,,,,1,2,,98,2,,,,
5117576,1,1,1,94,1,,,1,43.992444533,94,2020,01,202001,70,4,40,1,2,4,1,8,2,1,,,,,,,,1,2,,900000,2,,,,
5117576,1,2,1,94,1,,,1,43.992444533,94,2020,01,202001,70,8,40,1,2,24,1,4,2,1,,,,,,,,1,2,,800000,2,,,,
5117579,1,4,1,94,1,,,1,34.206775685,94,2020,01,202001,70,24,40,1,1,,,,,,,,,,,,,,,,700000,,,,,
5117581,1,1,1,94,1,,,1,45.50828546,94,2020,01,202001,70,8,40,1,2,72,4,9,2,1,,,,,,,,1,2,,1700000,2,,,,
5117581,1,3,1,94,1,,,1,45.50828546,94,2020,01,202001,70,8,40,1,2,8,1,4,2,1,,,,,,,,1,2,,800000,2,,,,
5117582,1,2,1,94,1,,,1,39.865645009,94,2020,01,202001,70,8,45,4,2,8,4,1,2,1,,,,,,,,1,2,,800000,2,,,,
5117586,1,1,1,94,1,,,1,84.947974637,94,2020,01,202001,70,4,40,4,2,48,1,4,2,1,,,,,,,,1,2,,900000,2,,,,
5117587,1,1,1,94,1,,,1,51.724509649,94,2020,01,202001,70,15,50,2,2,3,2,5,2,1,,,1,,,,,,1,24000000,2000000,2,,,,
5117587,1,2,1,94,1,,,1,51.724509649,94,2020,01,202001,70,6,40,4,2,4,4,9,2,5,,,1,,,,,,1,3600000,4000000,2,,,,
5117592,1,2,1,95,1,,,1,164.06755186,95,2020,01,202001,70,2,40,1,2,8,4,1,2,2,,,,,,,,1,2,,877803,2,,,,
5117599,1,1,1,95,1,,,1,103.68681497,95,2020,01,202001,70,3,45,1,2,5,4,9,2,3,1,,,,,,,,1,300000,3000000,1,2,,,
5117599,1,2,1,95,1,,,1,103.68681497,95,2020,01,202001,70,1,45,4,2,364,1,7,2,3,,,,,,,,1,2,,2000000,2,,,,
5117602,1,3,1,95,1,,,1,135.86576322,95,2020,01,202001,70,1,45,1,2,1,6,3,2,4,,,,,,,,1,2,,877803,2,,,,
5117604,1,1,1,95,1,,,1,88.680882669,95,2020,01,202001,70,2,40,1,2,8,1,3,2,1,,,,,,,,1,2,,837000,2,,,,
5117608,1,2,1,95,1,,,1,110.41827241,95,2020,01,202001,70,8,40,1,2,8,1,9,2,2,,,,,,,,1,2,,1800000,2,,,,
5117623,1,2,1,97,1,,,1,20.447242664,97,2020,01,202001,70,1,40,1,2,24,1,5,2,1,,,,,,,,1,2,,1500000,2,,,,
5117630,1,1,1,97,1,,,1,20.256039663,97,2020,01,202001,70,4,40,2,2,5,4,9,2,4,,,,,,,,1,2,,2500000,2,,,,
5117636,1,3,1,97,1,,,1,16.365143638,97,2020,01,202001,70,13,25,4,1,,,,,,,,,,,,,,,,877000,,,,,
5117637,1,1,1,97,1,,,1,22.907796348,97,2020,01,202001,70,4,40,2,2,7,4,9,2,1,,,1,,,,,,1,1600000,1500000,2,,,,
5117637,1,2,1,97,1,,,1,22.907796348,97,2020,01,202001,70,1,40,1,2,16,4,9,2,1,,,,,,1,,,2,,877000,2,,,,
5117639,1,1,1,97,1,,,1,11.491521914,97,2020,01,202001,70,4,40,2,2,5,4,9,2,4,1,,,,,,,,1,1200000,1800000,1,2,,,
5117640,1,1,1,99,1,,,1,59.51603098,99,2020,01,202001,70,2,60,1,2,2,1,3,2,3,,,1,,,,,,1,300000,800000,2,,,,
5117640,1,2,1,99,1,,,1,59.51603098,99,2020,01,202001,70,2,60,1,2,2,1,3,2,3,,,1,,,,,,1,250000,800000,2,,,,
5117640,1,5,1,99,1,,,1,59.51603098,99,2020,01,202001,70,3,60,1,2,3,4,1,2,8,,,,,,,,1,1,100000,750000,2,,,,
5117641,1,2,1,99,1,,,1,39.684227112,99,2020,01,202001,70,2,40,2,2,2,4,9,2,5,,,,,,,,1,1,1500000,1000000,1,1,,,
5117641,1,5,1,99,1,,,1,39.684227112,99,2020,01,202001,70,2,40,1,2,6,1,2,2,4,,,,,,,,1,2,,700000,2,,,,
5117642,1,2,1,99,1,,,1,49.82220314,99,2020,01,202001,70,4,40,1,2,12,4,9,2,1,,,,,,,,1,2,,900000,2,,,,
5117642,1,4,1,99,1,,,1,49.82220314,99,2020,01,202001,70,2,40,2,2,20,4,9,2,5,,,1,,,,,,2,,2000000,1,1,,,
5117647,1,1,1,99,1,,,1,63.389359194,99,2020,01,202001,70,3,48,4,2,3,4,9,2,5,,,,1,,,,,2,,1700000,2,,,,
5117701,1,6,1,,1,5619,56,1,4287.8980958,23,2020,01,202001,70,2,40,1,2,2,4,1,2,1,,,,,,,,1,1,250000,400000,2,,58,77,1
5117709,1,4,1,,1,5611,56,1,2765.1269095,23,2020,01,202001,70,3,48,1,2,3,1,3,2,4,,,,,,,,1,1,600000,800000,2,,45,53,1
5117715,1,1,1,,1,8530,85,1,1526.049194,23,2020,01,202001,70,24,48,1,2,54,1,9,2,1,,,,,,,,1,2,,600000,2,,55,55,2
5117715,1,5,1,,1,9700,97,1,1526.049194,23,2020,01,202001,70,24,60,3,2,48,3,1,2,1,,,,,,,,1,2,,300000,2,,54,54,2
5117717,1,1,1,,1,4752,47,1,6104.1967761,23,2020,01,202001,70,3,48,1,2,3,1,5,2,1,,,,,,,,1,1,500000,600000,2,,53,97,1
5117725,1,4,1,,1,4111,41,1,1526.049194,23,2020,01,202001,70,4,48,1,2,4,1,3,2,1,,,,,,,,1,1,600000,600000,2,,95,95,1
5117729,1,1,1,,1,8512,85,1,2229.3498522,23,2020,01,202001,70,4,40,1,2,6,1,6,2,4,,,,,,1,,,1,230000,850000,2,,03,03,1
5117729,1,3,1,,1,0610,06,1,2229.3498522,23,2020,01,202001,70,4,40,1,2,4,4,8,2,4,,,,,,,,1,1,270000,1500000,2,,11,32,1
5117731,1,2,1,,1,4111,41,1,3492.30121,23,2020,01,202001,70,12,48,1,2,12,1,3,2,1,,,,,,,,1,2,,700000,2,,95,95,1
5117733,1,1,1,,1,4632,46,1,4176.0367922,23,2020,01,202001,70,52,48,1,2,52,1,6,2,1,,,,,,,,1,2,,800000,2,,32,45,2
5117736,1,1,1,,1,9609,96,1,3996.686053,23,2020,01,202001,70,24,48,1,2,36,4,1,2,2,,,,,,,,1,2,,600000,2,,45,59,2
5117741,1,4,1,,2,4111,41,1,1930.7646023,23,2020,01,202001,70,2,48,1,2,4,1,3,2,1,,,,,,,,1,1,480000,600000,2,,39,95,1
5117747,1,3,1,,2,4111,41,1,1138.8527641,23,2020,01,202001,70,16,48,1,2,16,1,4,2,1,,,,,,,,1,2,,800000,2,,95,59,2
5117747,1,4,1,,2,9700,97,1,1138.8527641,23,2020,01,202001,70,24,48,3,2,120,3,1,2,1,,,,,,,,1,2,,600000,2,,54,54,2
5117747,1,5,1,,2,4111,41,1,1138.8527641,23,2020,01,202001,70,12,48,1,2,12,1,4,2,1,,,,,,,,1,2,,800000,2,,95,95,1
5117749,1,3,1,,2,0141,01,1,920.82618212,23,2020,01,202001,70,2,48,8,2,4,8,3,2,1,,,,,,,,1,1,400000,400000,2,,62,62,1
5117750,1,1,1,,2,.,,1,1372.6394363,23,2020,01,202001,70,14,48,3,1,,,,,,,,,,,,,,,,400000,,,54,,2
5117757,1,3,1,,2,3811,38,1,876.71321233,23,2020,01,202001,70,2,48,4,2,2,1,9,2,7,,,,,,,,1,1,828116,500000,2,,97,62,1
5117759,1,4,1,,2,8424,84,1,2135.0036935,23,2020,01,202001,70,30,36,1,2,250,1,2,2,1,,,,,,,,1,2,,300000,2,,45,32,2
5117766,1,5,1,,2,0141,01,1,1229.740906,23,2020,01,202001,70,4,48,1,2,4,8,3,2,1,,,,,,,,1,2,,600000,2,,95,62,1
5117778,1,2,1,,2,4772,47,1,1664.7795699,23,2020,01,202001,70,2,48,1,2,2,1,4,2,1,,,,,,,,1,1,700000,877500,2,,45,45,1
5117779,1,3,1,,2,.,,1,2245.4532421,23,2020,01,202001,70,16,48,2,1,,,,,,,,,,,,,,,,1000000,,,13,,2
5117782,1,3,1,,1,5611,56,1,3593.1385191,23,2020,01,202001,70,2,48,1,2,2,1,5,2,1,,,,,,,,1,1,810000,877803,2,,45,53,1
5117783,1,3,1,,1,9700,97,1,1695.0817488,23,2020,01,202001,70,45,48,1,2,45,3,2,2,1,,,,,,,,1,2,,1000000,2,,32,54,2
5117786,1,4,1,,1,.,,1,3455.5295558,23,2020,01,202001,70,6,60,1,1,,,,,,,,,,,,,,,,600000,,,45,,1
5117789,1,1,1,,1,8129,81,1,5191.8233347,23,2020,01,202001,70,2,40,4,2,2,4,1,2,1,,,,,,,,1,1,350000,900000,2,,59,59,1
5117802,1,1,1,,2,8412,84,1,1880.1772317,23,2020,01,202001,70,68,40,1,2,120,4,9,2,1,,,,,,,,1,2,,828116,2,,13,39,2
5117808,1,2,1,,2,.,,1,2445.7885025,23,2020,01,202001,70,28,48,1,1,,,,,,,,,,,,,,,,800000,,,59,,2
5117808,1,3,1,,2,4649,46,1,2445.7885025,23,2020,01,202001,70,4,48,1,2,8,1,4,2,1,,,,,,,,1,2,,800000,2,,32,32,1
5117813,1,3,1,,2,0141,01,1,1273.5695189,23,2020,01,202001,70,8,48,1,2,8,8,3,2,1,,,,,,,,1,2,,700000,2,,58,62,1
5117815,1,3,1,,2,0161,01,1,876.71321233,23,2020,01,202001,70,3,36,4,2,3,4,1,2,4,,,,,,,,1,1,200000,600000,2,,61,61,1
5117820,1,4,1,,1,3811,38,1,1041.3581245,73,2020,01,202001,70,4,48,1,2,4,1,4,2,1,,,,,,,,1,1,1200000,928116,2,,95,99,1
5117823,1,1,1,,1,8544,85,1,1927.2748633,73,2020,01,202001,70,4,48,1,2,4,1,9,2,1,1,,,,,,,,1,1500000,1500000,1,2,55,55,1
5117823,1,2,1,,1,8121,81,1,1927.2748633,73,2020,01,202001,70,6,24,3,2,6,4,1,2,2,,,,,,,,1,2,,800000,2,,54,55,1
5117828,1,2,1,,1,0150,01,1,1886.6117465,73,2020,01,202001,70,10,60,4,2,12,8,2,2,1,,,,,,,,1,2,,840000,2,,61,62,1
5117828,1,4,1,,1,7320,73,1,1886.6117465,73,2020,01,202001,70,5,56,1,2,72,1,9,2,1,,,,,,,,1,2,,700000,2,,45,39,1
5117831,1,2,1,,1,4663,46,1,1041.3581245,73,2020,01,202001,70,3,50,1,2,4,1,2,2,4,,,,,,,,1,1,400000,1500000,2,,98,98,1
5117831,1,3,1,,1,9602,96,1,1041.3581245,73,2020,01,202001,70,4,40,4,2,12,4,1,2,4,,,,,,,,1,2,,900000,2,,57,57,1
5117831,1,6,1,,1,4773,47,1,1041.3581245,73,2020,01,202001,70,8,48,1,2,36,1,3,2,4,,,,,,,,1,2,,950000,2,,45,45,1
5117841,1,2,1,,1,4649,46,1,2464.9878272,73,2020,01,202001,70,150,48,1,2,156,1,6,2,2,,,,,,,,1,2,,1200000,2,,39,33,2
5117844,1,2,1,,1,9700,97,1,1041.3581245,73,2020,01,202001,70,12,40,3,2,32,3,1,2,1,,,,,,,,1,2,,820000,2,,59,59,1
5117848,1,1,1,,1,4541,45,1,2548.7986776,73,2020,01,202001,70,56,48,1,2,44,4,2,2,3,,,,,,,,1,2,,1500000,2,,44,44,2
5117848,1,2,1,,1,7310,73,1,2548.7986776,73,2020,01,202001,70,4,56,4,2,56,4,2,2,1,,,,,,,,1,2,,2000000,2,,16,16,1
5117854,1,2,1,,1,4111,41,1,2648.1930119,73,2020,01,202001,70,24,48,1,2,12,1,2,2,1,,,,,,,,1,2,,828116,2,,95,95,2
5117855,1,2,1,,1,.,,1,4165.4324979,73,2020,01,202001,70,4,48,1,1,,,,,,,,,,,,,,,,828116,,,33,,1
5117862,1,1,1,,1,4771,47,1,2322.4457593,73,2020,01,202001,70,2,48,1,2,4,1,3,2,1,,,,,,,,1,1,160000,300000,2,,53,45,1
5117866,1,1,1,,1,0123,01,1,1041.3581245,73,2020,01,202001,70,4,48,1,2,4,8,2,2,7,,,,,,,,1,1,300000,950000,2,,58,62,1
5117866,1,2,1,,1,9609,96,1,1041.3581245,73,2020,01,202001,70,1,50,4,2,5,4,1,2,1,,,,,,,,1,1,1200000,900000,2,,59,57,1
5117867,1,2,1,,2,8691,86,1,1350.4670037,73,2020,01,202001,70,40,48,1,2,54,1,4,2,1,,,,,,,,1,2,,900000,2,,32,39,2
5117867,1,3,1,,2,4111,41,1,1350.4670037,73,2020,01,202001,70,6,48,1,2,6,1,2,2,1,,,,,,,,1,2,,980000,2,,95,95,1
5117871,1,2,1,,1,6110,61,1,1895.6762807,73,2020,01,202001,70,6,56,1,2,5,1,9,2,7,,,,,,,,1,1,60000,900000,2,,33,03,1
5117876,1,1,1,,2,0112,01,1,1189.2826032,73,2020,01,202001,70,32,48,8,2,32,8,3,2,1,,,,,,,,1,2,,800000,3,,62,62,2
5117876,1,3,1,,2,0123,01,1,1189.2826032,73,2020,01,202001,70,16,48,8,2,16,4,1,2,1,,,,,,,,1,1,25000,640000,2,,63,61,2
5117881,1,3,1,,2,4520,45,1,2756.2174936,73,2020,01,202001,70,5,48,1,2,5,1,3,2,4,,,,,,,,1,2,,900000,2,,93,93,1
5117887,1,3,1,,2,6190,61,1,1464.6361672,73,2020,01,202001,70,32,48,2,2,32,1,2,2,1,,,,,,,,1,2,,828116,2,,13,21,2
5117911,1,2,1,,2,0150,01,1,1746.0501169,73,2020,01,202001,70,2,48,3,2,48,8,4,2,4,,,,,,,,1,2,,950000,2,,54,62,1
5117913,1,2,1,,2,0150,01,1,3105.792993,73,2020,01,202001,70,7,50,8,2,8,8,4,2,1,,,,,,,,1,2,,900000,2,,62,62,1
5117915,1,2,1,,2,5611,56,1,2009.6324251,73,2020,01,202001,70,48,48,1,2,25,1,2,2,1,,,,,,,,1,2,,900000,2,,53,53,2
5117917,1,2,1,,2,5611,56,1,2822.9043105,73,2020,01,202001,70,4,40,1,2,192,1,4,2,1,,,,,,,,1,2,,900000,2,,53,53,1
5117919,1,1,1,,2,4649,46,1,4381.1656251,73,2020,01,202001,70,8,48,1,2,8,1,3,2,4,,,,,,,,1,2,,828116,2,,58,37,1
5117920,1,1,1,,2,0150,01,1,2039.3872172,73,2020,01,202001,70,20,40,8,2,4,8,2,2,1,,,,,,,,1,1,500000,560000,2,,62,62,2
5117920,1,3,1,,2,0141,01,1,2039.3872172,73,2020,01,202001,70,12,48,1,2,12,1,2,2,1,,,,,,,,1,2,,828116,2,,62,62,1
5117922,1,1,1,,2,4669,46,1,3512.7437559,73,2020,01,202001,70,8,54,4,2,16,4,1,2,2,,,,,,,,1,2,,980000,2,,61,59,1
5117924,1,1,1,,2,0150,01,1,2887.5882206,73,2020,01,202001,70,3,44,1,2,4,8,3,2,6,,,,,,,,1,1,340000,850000,2,,97,62,1
5117924,1,2,1,,2,0150,01,1,2887.5882206,73,2020,01,202001,70,3,48,1,2,8,8,5,2,1,,,,,,,,1,2,,700000,2,,97,99,1
5117931,1,1,1,,1,0150,01,1,1970.1168588,73,2020,01,202001,70,3,48,8,2,3,8,3,2,1,,,,,,,,1,1,600000,700000,2,,62,62,1
5117931,1,3,1,,1,0150,01,1,1970.1168588,73,2020,01,202001,70,3,48,8,2,3,8,3,2,1,,,,,,,,1,1,400000,800000,2,,62,62,1
5117933,1,2,1,,1,0111,01,1,1902.4181846,73,2020,01,202001,70,4,24,3,2,24,8,3,2,1,,,,,,,,1,2,,850000,2,,54,62,1
5117934,1,2,1,,1,5511,55,1,3076.6421008,73,2020,01,202001,70,2,40,4,2,96,1,2,2,1,,,,,,,,1,2,,900000,2,,53,54,1
5117936,1,2,1,,1,4711,47,1,2954.0201487,73,2020,01,202001,70,6,30,1,2,56,1,2,2,1,,,,,,,,1,2,,300000,2,,62,45,1
5117937,1,1,1,,1,5611,56,1,1600.9595484,73,2020,01,202001,70,12,48,1,2,6,1,3,2,1,,,,,,,,1,2,,800000,2,,53,53,1
5117939,1,1,1,,1,4729,47,1,2732.0038623,73,2020,01,202001,70,4,56,1,2,26,1,2,2,1,,,,,,,,1,2,,850000,2,,45,45,1
5117939,1,2,1,,1,8412,84,1,2732.0038623,73,2020,01,202001,70,3,48,1,2,3,4,9,2,8,,,,,,,,1,1,1500000,1500000,2,,44,98,1
5117940,1,3,1,,1,9700,97,1,1041.3581245,73,2020,01,202001,70,24,48,1,2,142,3,1,2,1,,,,,,,,1,2,,828116,2,,53,59,2
5117943,1,2,1,,1,0150,01,1,2651.0541055,73,2020,01,202001,70,9,56,1,2,9,8,4,2,1,,,,,,,,1,2,,700000,2,,45,62,1
5117949,1,1,1,,1,5629,56,1,1970.1168588,73,2020,01,202001,70,4,48,1,2,144,1,9,2,2,,,,,,,,1,2,,900000,2,,53,53,1
5117949,1,3,1,,1,0145,01,1,1970.1168588,73,2020,01,202001,70,2,48,1,2,8,1,9,2,4,,,,,,,,1,2,,1200000,2,,03,62,1
5117953,1,1,1,,1,8890,88,1,1417.8760175,73,2020,01,202001,70,120,40,1,2,125,1,4,2,1,,,,,,,,1,2,,830000,2,,39,53,2
5117957,1,1,1,,1,4330,43,1,3370.1256312,73,2020,01,202001,70,16,48,1,2,4,4,1,2,1,,,,,,,,1,1,120000,828116,2,,58,93,2
5117957,1,2,1,,1,5611,56,1,3370.1256312,73,2020,01,202001,70,4,48,1,2,6,1,7,2,1,,,,,,,,1,2,,828116,2,,53,53,1
5117961,1,2,1,,1,5611,56,1,1573.2821614,73,2020,01,202001,70,11,56,1,2,11,1,3,2,1,,,,,,,,1,2,,600000,2,,53,53,1
5117962,1,1,1,,1,8513,85,1,2505.650944,73,2020,01,202001,70,56,40,1,2,56,1,6,2,2,,,,,,,,1,2,,1800000,2,,02,13,2
5117968,1,1,1,,1,4729,47,1,1201.9759868,76,2020,01,202001,70,4,48,1,2,5,1,2,2,1,,,,,,,,1,2,,850000,2,,45,45,1
5117968,1,3,1,,1,9602,96,1,1201.9759868,76,2020,01,202001,70,3,20,1,2,3,4,1,2,2,,,,,,,,1,1,500000,500000,2,,39,57,1
5117975,1,2,1,,1,5619,56,1,839.80756593,76,2020,01,202001,70,3,48,4,2,3,4,1,2,2,,,,,,,,1,1,400000,700000,2,,77,77,1
5117982,1,3,1,,2,0113,01,1,2695.6855352,76,2020,01,202001,70,4,48,8,2,4,8,4,2,1,,,,,,,,1,1,500000,720000,2,,62,62,1
5117982,1,4,1,,2,0113,01,1,2695.6855352,76,2020,01,202001,70,1,48,8,2,1,8,4,2,1,,,,,,,,1,1,500000,720000,2,,62,62,1
5117982,1,7,1,,2,0144,01,1,2695.6855352,76,2020,01,202001,70,52,48,8,2,52,1,3,2,6,,,,,,,,1,2,,877803,2,,62,62,2
5117991,1,3,1,,2,0122,01,1,2695.6855352,76,2020,01,202001,70,9,48,8,2,9,8,2,2,1,,,,,,,,1,2,,720000,2,,62,62,1
5117991,1,5,1,,2,5611,56,1,2695.6855352,76,2020,01,202001,70,4,84,1,2,8,1,2,2,4,,,,,,,,1,2,,600000,2,,53,53,1
5118001,1,1,1,,2,4111,41,1,10782.742141,76,2020,01,202001,70,13,48,1,2,12,1,3,2,4,,,,,,,,1,2,,1400000,2,,95,95,1
5118001,1,2,1,,2,8890,88,1,10782.742141,76,2020,01,202001,70,1,48,1,2,3,1,9,2,7,,,,,,,,1,1,500000,500000,2,,59,59,1
5118001,3,2,3,,2,4111,41,1,10782.742141,76,2020,01,202001,70,9,60,1,2,9,1,2,2,8,,,,,,,,1,2,,600000,2,,95,95,1
5118014,1,1,1,,1,0123,01,1,2800.9141705,76,2020,01,202001,70,2,40,8,2,2,8,4,2,1,,,,,,,,1,1,750000,700000,2,,62,62,1
5118015,1,1,1,,1,0121,01,1,2610.3016865,76,2020,01,202001,70,2,50,8,2,2,1,3,2,1,,,,,,,,1,1,600000,850000,2,,62,62,1
5118020,1,1,1,,1,4111,41,1,1671.9072238,76,2020,01,202001,70,4,60,8,2,4,1,2,2,1,,,,,,,,1,1,500000,930000,2,,62,95,1
5118021,1,1,1,,1,4111,41,1,1671.9072238,76,2020,01,202001,70,8,40,1,2,8,1,2,2,1,,,,,,,,1,2,,500000,2,,95,95,1
5118032,1,1,1,,1,8121,81,1,2238.6595523,76,2020,01,202001,70,2,48,1,2,2,1,2,2,2,,,,,,,,1,1,650000,850000,2,,54,54,1
5118032,1,2,1,,1,4520,45,1,2238.6595523,76,2020,01,202001,70,18,48,1,2,2,1,2,2,4,,,,,,,,1,1,200000,900000,2,,95,99,2
5118035,1,1,1,,1,5619,56,1,1887.8726134,76,2020,01,202001,70,52,48,1,2,2,1,2,2,2,,,,,,,,1,1,300000,900000,2,,53,53,2
5118038,1,1,1,,1,5619,56,1,2360.008554,76,2020,01,202001,70,3,56,5,2,3,4,1,2,1,,,,,,,,1,1,500000,877803,2,,53,53,1
5118040,1,1,1,,1,5611,56,1,1834.722754,76,2020,01,202001,70,2,70,1,2,2,1,4,2,9,,,,,,,,1,1,600000,840000,2,,53,53,1
5118043,1,1,1,,1,2511,25,1,2516.6377751,76,2020,01,202001,70,78,84,4,2,2,4,1,2,8,,,,,,,,1,1,500000,1200000,2,,83,83,2
5118046,1,3,1,,1,4771,47,1,2506.5997609,76,2020,01,202001,70,8,48,1,2,96,1,7,2,1,,,,,,,,1,2,,878000,2,,39,45,1
5118053,1,1,1,,1,4711,47,1,2421.9733509,76,2020,01,202001,70,8,40,1,2,2,1,3,2,1,,,,,,,,1,2,,900000,2,,45,45,1
5118059,1,4,1,,1,4511,45,1,1332.1557803,76,2020,01,202001,70,56,40,1,2,26,1,6,2,4,,,,,,,,1,2,,1500000,2,,11,44,2
5118077,1,1,1,,1,9602,96,1,3349.0204542,76,2020,01,202001,70,12,48,1,2,2,4,1,2,2,,,,,,,,1,1,45000,877803,2,,45,57,1
5118078,1,4,1,,1,4731,47,1,2795.8420928,76,2020,01,202001,70,22,48,1,2,76,1,4,2,2,,,,,,,,1,2,,1200000,2,,11,11,2
5118109,1,1,1,,2,8890,88,1,2807.2108467,76,2020,01,202001,70,52,48,1,2,54,1,4,2,1,,,,,,,,1,1,250000,900000,2,,55,55,2
5118128,1,1,1,05,1,8559,85,1,1245.1449773,05,2020,01,202001,70,8,48,1,2,8,1,9,2,4,,,,,,,,1,2,,1200000,2,,91,91,1
5118132,1,1,1,05,1,2511,25,1,951.01825944,05,2020,01,202001,70,4,48,1,2,5,4,1,2,8,,,,,,,,1,2,,900000,2,,87,87,1
5118135,1,1,1,05,1,4773,47,1,1586.0404898,05,2020,01,202001,70,4,48,1,2,4,1,2,2,1,,,,,,,,1,1,300000,828116,2,,45,45,1
5118149,1,3,1,05,1,7020,70,1,679.1177536,05,2020,01,202001,70,104,48,1,2,104,1,9,2,2,,,,,,,,1,2,,828116,2,,03,38,2
5118150,1,3,1,05,1,7730,77,1,1286.6422993,05,2020,01,202001,70,12,48,1,2,12,1,5,2,4,,,,,,,,1,2,,1500000,2,,33,03,1
5118150,1,4,1,05,1,8622,86,1,1286.6422993,05,2020,01,202001,70,24,48,1,2,24,4,1,2,2,,,,,,,,1,2,,1500000,2,,06,06,2
5118151,1,3,1,05,1,1410,14,1,1127.0667688,05,2020,01,202001,70,4,48,1,2,4,1,9,2,4,,,,,,,,1,1,900000,828116,2,,77,58,1
5118164,1,2,1,05,1,.,,1,789.20003098,05,2020,01,202001,70,60,48,1,1,,,,,,,,,,,,,,,,828116,,,45,,2
5118170,1,5,1,08,1,8424,84,1,282.5169358,08,2020,01,202001,70,24,48,1,2,26,2,9,2,4,,,,,,,,1,2,,1000000,2,,98,39,2
5118173,1,2,1,08,1,.,,1,766.86984866,08,2020,01,202001,70,8,48,1,1,,,,,,,,,,,,,,,,980657,,,45,,1
5118187,1,2,1,13,1,9700,97,1,619.66305293,13,2020,01,202001,70,32,48,1,2,120,3,1,2,1,,,,,,,,1,2,,700000,2,,55,54,2
5118188,1,2,1,13,1,8890,88,1,474.81269983,13,2020,01,202001,70,4,40,1,2,4,4,7,2,1,,,,,,,,1,1,828116,877803,2,,13,39,1
5118193,1,1,1,13,1,9700,97,1,692.65496183,13,2020,01,202001,70,8,40,3,2,8,3,1,2,1,,,,,,1,,,2,,600000,2,,54,54,1
5118196,1,1,1,15,1,1081,10,1,140.35698505,15,2020,01,202001,70,3,40,1,2,4,4,2,2,1,,,,,,,,1,1,700000,828116,2,,77,77,1
5118196,1,2,1,15,1,9602,96,1,140.35698505,15,2020,01,202001,70,2,40,1,2,3,1,2,2,1,,,,,,,,1,1,450000,828116,2,,57,57,1
5118201,1,2,1,15,1,5611,56,1,133.41011372,15,2020,01,202001,70,3,10,1,2,3,1,5,2,2,,,,,,,,1,1,300000,400000,2,,39,53,1
5118212,1,1,1,15,1,8530,85,1,170.10877411,15,2020,01,202001,70,8,40,2,2,8,2,9,2,2,,,,,,,,1,2,,1200000,2,,13,13,1
5118214,1,1,1,15,1,8610,86,1,111.97541954,15,2020,01,202001,70,144,48,1,2,144,1,9,2,8,,,,,,,,1,2,,600000,2,,59,59,2
